id,projectId,applicationId,roundId,token,voter,grantAddress,amount,amountUSD,coefficient,status,last_score_timestamp,type,success,rawScore,threshold
0xbd02b24c0d74d0f8a9407adf7309a81745ab63e1153092bd6670e755794291b2,0x7a7bba183fb942fef3a8f2c97d939367c8d82328a2a5d42b9f7ba2e358ff3423,0,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0x912CE59144191C1204E64559FE8253a0e49E6548,0x52a7cf85ffe3f81ebbfde1b3c9f8475c0075253f,0x020673A52560B50a70544D7F841fbc73626648f4,1500000000000000000,1.68144588,0.9769500000000001,DONE,2023-12-06T12:26:47.976Z,ThresholdScoreCheck,true,24.539,20.00000
0xef8c0376a2570dd90133a52fcf933b116cba8ab55b2e6aaa9585ab03f3493c7d,0x906ffc3130897f433c5fb1a01a30d2581eaa606ff00f6c80348ccc65af9a1a8e,17,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0x912CE59144191C1204E64559FE8253a0e49E6548,0x75c8cd900faa01842f19093437d368a7b41a8471,0x4cd6B4503d02973D78CFF59C9C56f5F378688274,900000000000000000,1.00886752,0.65935,DONE,2023-12-09T05:22:10.693Z,ThresholdScoreCheck,false,18.187,20.00000
0xd763c5923467a7050e2fbc881b5f1917347d0d6b5863ddd6953fe24ea37e17d5,0xe857fa6dc8c1012e168c45c7abdaf298273b0cee34bee3120f128e0e3ac03135,12,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0x912CE59144191C1204E64559FE8253a0e49E6548,0x75c8cd900faa01842f19093437d368a7b41a8471,0x4B7C0Da1C299Ce824f55A0190Efb13663442FA2c,900000000000000000,1.00886752,0.65935,DONE,2023-12-09T05:22:10.693Z,ThresholdScoreCheck,false,18.187,20.00000
0x156f3c657d0c09c55571c7dd1e77389c4722e27ad55a8e74f1cf56d68557568b,0x915b81dbeff8550b4b7d170a82548f307a4d913e651b4d346f2796bf6ce2608b,7,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0x0000000000000000000000000000000000000000,0x4a3755eb99ae8b22aafb8f16f0c51cf68eb60b85,0x99d5Ce23335BffC8289F67Eb2723270776f2785e,495947366097930,0.99774736,0,DONE,2023-11-27T17:27:37.290Z,ThresholdScoreCheck,true,31.870,20.00000
0x2b0880863b6fa18444b27ab16d5ddf5721ddd40c82a66968f11bf75f296dfdfb,0xbecb2d4f81a360d47b4354f84195d8c57cc1db1da364bd18654b22a2513974d2,21,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0x0000000000000000000000000000000000000000,0xd8aca6d8ce7496f08d721052946f8686ffdfa2b7,0x5ce15dBcDF9a7c65eF7f31d11Ccd49DF4ECd860D,50000000000000000,100.90456784,0,,,,,,
0xc97e29c3821d9bee9e9704337a730cc084bc67170ad22fb2f9172451a52e07ca,0x7a7bba183fb942fef3a8f2c97d939367c8d82328a2a5d42b9f7ba2e358ff3423,0,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xf621d476332e011a97d8f4ba5c3f2802b7c128d4,0x020673A52560B50a70544D7F841fbc73626648f4,1100000,1.10031699,0,DONE,2023-11-19T10:01:39.451Z,ThresholdScoreCheck,false,6.640,20.00000
0xa9a5071eecc97c79cafb6a306656825e09074035e34f1a476c88b0a41ebc51f0,0x915b81dbeff8550b4b7d170a82548f307a4d913e651b4d346f2796bf6ce2608b,7,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xf621d476332e011a97d8f4ba5c3f2802b7c128d4,0x99d5Ce23335BffC8289F67Eb2723270776f2785e,1100000,1.10031699,0,DONE,2023-11-19T10:01:39.451Z,ThresholdScoreCheck,false,6.640,20.00000
0x96e31af701ee44dc28f47e6b818e35c6cd54445c4f096f56265efb478e8495b7,0x906ffc3130897f433c5fb1a01a30d2581eaa606ff00f6c80348ccc65af9a1a8e,17,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xf621d476332e011a97d8f4ba5c3f2802b7c128d4,0x4cd6B4503d02973D78CFF59C9C56f5F378688274,1100000,1.10031699,0,DONE,2023-11-19T10:01:39.451Z,ThresholdScoreCheck,false,6.640,20.00000
0xae5704795cbe2619b5a3ce271f07affb402dd32dbc7cff4bdfbbfb4b0aa2af1d,0x6f0dada1385d326e6e4076f304dad4db7cd0e2f383a32d13b7c6c29f6614afd9,5,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xf621d476332e011a97d8f4ba5c3f2802b7c128d4,0x8110d1D04ac316fdCACe8f24fD60C86b810AB15A,1100000,1.10031699,0,DONE,2023-11-19T10:01:39.451Z,ThresholdScoreCheck,false,6.640,20.00000
0xa4b7db168f040e12d4eaa860536c068b9e728a716a7fd409feac961bf31b33ad,0x92980c994e3e4fda7f66cefa230b7220913c8175833bd98f39dd424049a1388f,16,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0xaf88d065e77c8cC2239327C5EDb3A432268e5831,0xf621d476332e011a97d8f4ba5c3f2802b7c128d4,0xc38B9fBB57b0c33f85Cb0A03669a9D6127538369,1100000,1.10031699,0,DONE,2023-11-19T10:01:39.451Z,ThresholdScoreCheck,false,6.640,20.00000
0x915278a0f6cbcc8b707c3f5a3fbb393cf1ed79b0370b8ef98d7ec8596d2b4109,0xf1f4942df7878a8626d441ae1b9e40f9dd6e67b66bd88138c9285451d871412f,14,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0x912CE59144191C1204E64559FE8253a0e49E6548,0xa2a8ff2ac4f5045af0cdab6f8a37bc0072b13fa5,0x4f8c531df3d97c6Cd437aC8DfE756975445D1161,1000000000000000000,1.11948534,1,DONE,2023-12-06T14:24:27.660Z,ThresholdScoreCheck,true,41.458,20.00000
0x48255fb9dbcac68910fb28a450870d727d741686bbd59f028f1db24fe9a87a6c,0xbecb2d4f81a360d47b4354f84195d8c57cc1db1da364bd18654b22a2513974d2,21,0x0F0b9d9F72C1660905C57864e79CeB409ADa0C9e,0x0000000000000000000000000000000000000000,0x38d2b58d3fdf91b52ab27558fc65855348fff5fb,0x5ce15dBcDF9a7c65eF7f31d11Ccd49DF4ECd860D,4000000000000000,8.05710466,0,DONE,2023-11-15T14:33:00.820Z,ThresholdScoreCheck,false,0,20.00000
